isf_assigned_text_number	text_or_publication_number_note	text_descriptive_title	text_description	is_part_of_corpus1	category	location_of_original
ISF_TXT_07601	KTU 6.36; KTU2 6.36; KTU3 6.36; CTU 6.36; CAT 6.36; RS 20.397 19.[261	Ac; RS Ac] Inscription on ivory	Ugaritic Tablet KTU 6.36	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07602	KTU 6.37; KTU2 6.37; KTU3 6.37; CTU 6.37; CAT 6.37; RS 20.399 19.[263	Aa; RS Aa] Inscription on ivory	Ugaritic Tablet KTU 6.37	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07603	KTU 6.38; KTU2 6.38; KTU3 6.38; CTU 6.38; CAT 6.38; RS 20.399 19.[263	Ab; RS Ab] Inscription on ivory	Ugaritic Tablet KTU 6.38	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07604	KTU 6.39; KTU2 6.39; KTU3 6.39; CTU 6.39; CAT 6.39; RS 20.399 19.[263	Ac; RS Ac] Inscription on ivory	Ugaritic Tablet KTU 6.39	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07605	KTU 6.40; KTU2 6.40; KTU3 6.40; CTU 6.40; CAT 6.40; RS 20.399 19.[263	Ad; RS Ad] Inscription on ivory	Ugaritic Tablet KTU 6.40	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07606	KTU 6.42; KTU2 6.42; KTU3 6.42; CTU 6.42; CAT 6.42; RS 20.400 19.[264	Ab; RS Ab] Inscription on ivory	Ugaritic Tablet KTU 6.42	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07607	KTU 6.43; KTU2 6.43; KTU3 6.43; CTU 6.43; CAT 6.43; RS 20.400 19.[264	Ac; RS Ac] Inscription on ivory	Ugaritic Tablet KTU 6.43	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07608	KTU 6.44; KTU2 6.44; KTU3 6.44; CTU 6.44; CAT 6.44; RS 20.400 19.[264	Ad; RS Ad] Inscription on ivory	Ugaritic Tablet KTU 6.44	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07609	KTU 6.45; KTU2 6.45; KTU3 6.45; CTU 6.45; CAT 6.45; RS 20.400 19.[264	Ba; RS Ba] Inscription on ivory	Ugaritic Tablet KTU 6.45	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07610	KTU 6.47; KTU2 6.47; KTU3 6.47; CTU 6.47; CAT 6.47; RS 20.401 19.[265a]	Aa; RS Inscription on ivory	Ugaritic Tablet KTU 6.47	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07611	KTU 6.48; KTU2 6.48; KTU3 6.48; CTU 6.48; CAT 6.48; RS 20.401 19.[265b]	Ab; RS Inscription on ivory	Ugaritic Tablet KTU 6.48	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07612	KTU 6.49; KTU2 6.49; KTU3 6.49; CTU 6.49; CAT 6.49; RS 20.401 19.[265c]	Ac; RS Inscription on ivory	Ugaritic Tablet KTU 6.49	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07613	KTU 6.51; KTU2 6.51; KTU3 6.51; CTU 6.51; CAT 6.51; RS 20.401 19.[265e]	Ae; RS Inscription on ivory	Ugaritic Tablet KTU 6.51	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07614	KTU 6.52; KTU2 6.52; KTU3 6.52; CTU 6.52; CAT 6.52; RS 20.401 19.[265f]	Af; RS Inscription on ivory	Ugaritic Tablet KTU 6.52	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07615	KTU 6.53; KTU2 6.53; KTU3 6.53; CTU 6.53; CAT 6.53; RS 20.401 19.[265g]	Ag; RS Inscription on ivory	Ugaritic Tablet KTU 6.53	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07616	KTU 6.54; KTU2 6.54; KTU3 6.54; CTU 6.54; CAT 6.54; RS 20.401 19.[265h]	Ah; RS Inscription on ivory	Ugaritic Tablet KTU 6.54	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07617	KTU 6.55; KTU2 6.55; KTU3 6.55; CTU 6.55; CAT 6.55; RS 20.401 19.[265i]	Ai; RS Inscription on ivory	Ugaritic Tablet KTU 6.55	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07618	KTU 6.56; KTU2 6.56; KTU3 6.56; CTU 6.56; CAT 6.56; RS 20.401 19.[265k]	Ak; RS Inscription on ivory	Ugaritic Tablet KTU 6.56	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07619	KTU 6.57; KTU2 6.57; KTU3 6.57; CTU 6.57; CAT 6.57; RS 20.401 19.[265l]	Al; RS Inscription on ivory	Ugaritic Tablet KTU 6.57	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07620	KTU 6.58; KTU2 6.58; KTU3 6.58; CTU 6.58; CAT 6.58; RS 20.401 19.[265m]	Am; RS Inscription on ivory	Ugaritic Tablet KTU 6.58	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07621	KTU 6.59; KTU2 6.59; KTU3 6.59; CTU 6.59; CAT 6.59; RS 20.401 19.[265n]	An; RS Inscription on ivory	Ugaritic Tablet KTU 6.59	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07622	KTU 6.60; KTU2 6.60; KTU3 6.60; CTU 6.60; CAT 6.60; RS 20.401 19.[265o]	Ao; RS Inscription on ivory	Ugaritic Tablet KTU 6.60	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07623	KTU 6.61; KTU2 6.61; KTU3 6.61; CTU 6.61; CAT 6.61; RS 25.135; DO 6694	Inscription on label	Ugaritic Tablet KTU 6.61	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07624	KTU 6.62; KTU2 6.62; KTU3 6.62; CTU 6.62; CAT 6.62; RS 25.318; DO 7034	"Inscription on lion head, cup, ""gobelet"", ex voto"	Ugaritic Tablet KTU 6.62	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07625	KTU 6.66; KTU2 6.66; KTU3 6.66; CTU 6.66; CAT 6.66; RS 17.025; DO 2590	Inscription on cylinder seal	Ugaritic Tablet KTU 6.66	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07626	KTU 6.75; KTU2 6.75; KTU3 6.75; CTU 6.75; CAT 6.75; RIH 83/21; DO 8509	Cylinder seal impression	Ugaritic Tablet KTU 6.75	Ugaritic Texts	Inscriptions	National Archaeological Museum, Damascus, Syria
ISF_TXT_07627	KTU 7.1; KTU2 7.2; KTU3 7.1; CTA 54alpha CTU 7.1; CAT 7.1; RS 1.[084]; RS 1.[087]; M 3456 = A 7305; M 3444 = A 7303	+ 63 A; Letter?	Ugaritic Tablet KTU 7.1	Ugaritic Texts	Unclassified Texts and Fragments	National Museum of Aleppo, Syria
ISF_TXT_07628	KTU 7.10; KTU2 7.30; KTU3 7.10; CTA 63 B; CTU 7.10; CAT 7.10; RS 1.[088]; M 3450	= A 7299 KTU3 7.10 (formerly KTU2 7.30)	Ugaritic Tablet KTU 7.10	Ugaritic Texts	Unclassified Texts and Fragments	National Museum of Aleppo, Syria
ISF_TXT_07629	KTU 7.11; KTU2 7.11; KTU3 7.11; CTU 7.11; CAT 7.11; RS 1-11.[013]; M 3447 = A 7296	Unclassified	Ugaritic Tablet KTU 7.11	Ugaritic Texts	Unclassified Texts and Fragments	National Museum of Aleppo, Syria
ISF_TXT_07630	KTU 7.12; KTU2 7.12; KTU3 7.12; CTU 7.12; CAT 7.12; RS 1-11.[012]; M 3446 = A 7295	Unclassified	Ugaritic Tablet KTU 7.12	Ugaritic Texts	Unclassified Texts and Fragments	National Museum of Aleppo, Syria
ISF_TXT_07631	KTU 7.129; KTU2 7.129; KTU3 7.129; CTU 7.129; CAT 7.129; RS 19.167 C	Unclassified	Ugaritic Tablet KTU 7.129	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07724	KTU 7.13; KTU2 7.13; KTU3 7.13; CTU 7.13; CAT 7.13; RS 1-11.[011]; M 3445 = A 7294	Unclassified	Ugaritic Tablet KTU 7.13	Ugaritic Texts	Unclassified Texts and Fragments	National Museum of Aleppo, Syria
ISF_TXT_07632	KTU 7.130; KTU2 7.130; KTU3 7.130; CTU 7.130; CAT 7.130; RS 19.174 C	Unclassified	Ugaritic Tablet KTU 7.130	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07633	KTU 7.132; KTU2 7.132; KTU3 7.132; CTU 7.132; CAT 7.132; RS 23.497	List of persons in two columns; economic text?	Ugaritic Tablet KTU 7.132	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07634	KTU 7.134; KTU2 7.134; KTU3 7.134; CTU 7.134; CAT 7.134; RS 24.308 [B]	Mythological?	Ugaritic Tablet KTU 7.134	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07635	KTU 7.135; KTU2 7.135; KTU3 7.135; CTU 7.135; CAT 7.135; RS 24.642 B	Unclassified	Ugaritic Tablet KTU 7.135	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07636	KTU 7.136; KTU2 7.136; KTU3 7.136; CTU 7.136; CAT 7.136; RS 24.642 C	Unclassified	Ugaritic Tablet KTU 7.136	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07637	KTU 7.137; KTU2 7.137; KTU3 7.137; CTU 7.137; CAT 7.137; RS 24.642 D	Unclassified	Ugaritic Tablet KTU 7.137	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07638	KTU 7.138; KTU2 7.138; KTU3 7.138; CTU 7.138; CAT 7.138; RS 24.642 H	Unclassified	Ugaritic Tablet KTU 7.138	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07639	KTU 7.139; KTU2 7.139; KTU3 7.139; CTU 7.139; CAT 7.139; RS 24.642 I	Unclassified	Ugaritic Tablet KTU 7.139	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07640	KTU 7.145; KTU2 7.145; KTU3 7.145; CTU 7.145; CAT 7.145; RS 24.649 C	Unclassified	Ugaritic Tablet KTU 7.145	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07641	KTU 7.146; KTU2 7.146; KTU3 7.146; CTU 7.146; CAT 7.146; RS 24.649 D	Unclassified	Ugaritic Tablet KTU 7.146	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07642	KTU 7.148; KTU2 7.148; KTU3 7.148; CTU 7.148; CAT 7.148; RS 24.650 C	Unclassified	Ugaritic Tablet KTU 7.148	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07643	KTU 7.149; KTU2 7.149; KTU3 7.149; CTU 7.149; CAT 7.149; RS 24.650 D	Unclassified	Ugaritic Tablet KTU 7.149	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07644	KTU 7.150; KTU2 7.150; KTU3 7.150; CTU 7.150; CAT 7.150; RS 24.650 E	Legal? Letter?	Ugaritic Tablet KTU 7.150	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07645	KTU 7.151; KTU2 7.151; KTU3 7.151; CTU 7.151; CAT 7.151; RS 24.650 F	Unclassified	Ugaritic Tablet KTU 7.151	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07646	KTU 7.152; KTU2 7.152; KTU3 7.152; CTU 7.152; CAT 7.152; RS 24.650 G	Unclassified	Ugaritic Tablet KTU 7.152	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07647	KTU 7.153; KTU2 7.153; KTU3 7.153; CTU 7.153; CAT 7.153; RS 24.650 H	Unclassified	Ugaritic Tablet KTU 7.153	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07648	KTU 7.154; KTU2 7.154; KTU3 7.154; CTU 7.154; CAT 7.154; RS 24.650 I	Unclassified	Ugaritic Tablet KTU 7.154	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07649	KTU 7.156; KTU2 7.156; KTU3 7.156; CTU 7.156; CAT 7.156; RS 24.650 K	Unclassified	Ugaritic Tablet KTU 7.156	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07650	KTU 7.157; KTU2 7.157; KTU3 7.157; CTU 7.157; CAT 7.157; RS 24.650 L	Unclassified	Ugaritic Tablet KTU 7.157	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07651	KTU 7.158; KTU2 7.158; KTU3 7.158; CTU 7.158; CAT 7.158; RS 24.651 D	Unclassified	Ugaritic Tablet KTU 7.158	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07652	KTU 7.159; KTU2 7.159; KTU3 7.159; CTU 7.159; CAT 7.159; RS 24.651 E	Unclassified	Ugaritic Tablet KTU 7.159	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07653	KTU 7.160; KTU2 7.160; KTU3 7.160; CTU 7.160; CAT 7.160; RS 24.651 F	Unclassified	Ugaritic Tablet KTU 7.160	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07654	KTU 7.161; KTU2 7.162; KTU3 7.161; CTU 7.161; CAT 7.161; RS 24.652 A; RS 24.652 B	Unclassified	Ugaritic Tablet KTU 7.161	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07655	KTU 7.164; KTU2 7.164; KTU3 7.164; CTU 7.164; CAT 7.164; RS 24.652 D	Unclassified	Ugaritic Tablet KTU 7.164	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07656	KTU 7.165; KTU2 7.165; KTU3 7.165; CTU 7.165; CAT 7.165; RS 24.652 E	Unclassified	Ugaritic Tablet KTU 7.165	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07657	KTU 7.166; KTU2 7.166; KTU3 7.166; CTU 7.166; CAT 7.166; RS 24.652 F	Unclassified	Ugaritic Tablet KTU 7.166	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07658	KTU 7.167; KTU2 7.167; KTU3 7.167; CTU 7.167; CAT 7.167; RS 24.652 G	Unclassified	Ugaritic Tablet KTU 7.167	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07659	KTU 7.169; KTU2 7.169; KTU3 7.169; CTU 7.169; CAT 7.169; RS 24.652 L	Unclassified	Ugaritic Tablet KTU 7.169	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07660	KTU 7.170; KTU2 7.170; KTU3 7.170; CTU 7.170; CAT 7.170; RS 24.652 M	Unclassified	Ugaritic Tablet KTU 7.170	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07661	KTU 7.171; KTU2 7.171; KTU3 7.171; CTU 7.171; CAT 7.171; RS 24.652 N	Unclassified	Ugaritic Tablet KTU 7.171	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07662	KTU 7.172; KTU2 7.172; KTU3 7.172; CTU 7.172; CAT 7.172; RS 24.652 O	Unclassified	Ugaritic Tablet KTU 7.172	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07663	KTU 7.173; KTU2 7.173; KTU3 7.173; CTU 7.173; CAT 7.173; RS 24.652 P	Unclassified	Ugaritic Tablet KTU 7.173	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07664	KTU 7.174; KTU2 7.174; KTU3 7.174; CTU 7.174; CAT 7.174; RS 24.652 Q	Unclassified	Ugaritic Tablet KTU 7.174	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07665	KTU 7.175; KTU2 7.175; KTU3 7.175; CTU 7.175; CAT 7.175; RS 24.652 R	Unclassified	Ugaritic Tablet KTU 7.175	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07666	KTU 7.179; KTU2 7.179; KTU3 7.179; CTU 7.179; CAT 7.179; RS 24.653 D	Unclassified	Ugaritic Tablet KTU 7.179	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07667	KTU 7.180; KTU2 7.180; KTU3 7.180; CTU 7.180; CAT 7.180; RS 24.653 E	Unclassified	Ugaritic Tablet KTU 7.180	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07668	KTU 7.181; KTU2 7.181; KTU3 7.181; CTU 7.181; CAT 7.181; RS 24.653 F	Unclassified	Ugaritic Tablet KTU 7.181	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07669	KTU 7.182; KTU2 7.182; KTU3 7.182; CTU 7.182; CAT 7.182; RS 24.653 G	Unclassified	Ugaritic Tablet KTU 7.182	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07670	KTU 7.183; KTU2 7.183; KTU3 7.183; CTU 7.183; CAT 7.183; RS 24.653 H	Unclassified	Ugaritic Tablet KTU 7.183	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07671	KTU 7.186; KTU2 7.186; KTU3 7.186; CTU 7.186; CAT 7.186; RS 24.655 D	Unclassified	Ugaritic Tablet KTU 7.186	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07672	KTU 7.187; KTU2 7.187; KTU3 7.187; CTU 7.187; CAT 7.187; RS 24.655 E	Unclassified	Ugaritic Tablet KTU 7.187	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07673	KTU 7.188; KTU2 7.188; KTU3 7.188; CTU 7.188; CAT 7.188; RS 24.655 F	Unclassified	Ugaritic Tablet KTU 7.188	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07674	KTU 7.189; KTU2 7.189; KTU3 7.189; CTU 7.189; CAT 7.189; RS 24.655 G	Unclassified	Ugaritic Tablet KTU 7.189	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07675	KTU 7.190; KTU2 7.190; KTU3 7.190; CTU 7.190; CAT 7.190; RS 24.655 H	Unclassified	Ugaritic Tablet KTU 7.190	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07676	KTU 7.191; KTU2 7.191; KTU3 7.191; CTU 7.191; CAT 7.191; RS 24.655 I	Unclassified	Ugaritic Tablet KTU 7.191	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07677	KTU 7.192; KTU2 7.192; KTU3 7.192; CTU 7.192; CAT 7.192; RS 24.655 K	Unclassified	Ugaritic Tablet KTU 7.192	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07678	KTU 7.193; KTU2 7.193; KTU3 7.193; CTU 7.193; CAT 7.193; RS 24.655 L	Unclassified	Ugaritic Tablet KTU 7.193	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07679	KTU 7.194; KTU2 7.194; KTU3 7.194; CTU 7.194; CAT 7.194; RS 24.655 M	Unclassified	Ugaritic Tablet KTU 7.194	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07680	KTU 7.195; KTU2 7.195; KTU3 7.195; CTU 7.195; CAT 7.195; RS 24.655 N	Unclassified	Ugaritic Tablet KTU 7.195	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07681	KTU 7.196; KTU2 7.196; KTU3 7.196; CTU 7.196; CAT 7.196; RS 24.655 O	Unclassified	Ugaritic Tablet KTU 7.196	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07682	KTU 7.198; KTU2 7.198; KTU3 7.198; CTU 7.198; CAT 7.198; RS 24.660 D; 18.[571 D]	Unclassified	Ugaritic Tablet KTU 7.198	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07683	KTU 7.199; KTU2 7.199; KTU3 7.199; CTU 7.199; CAT 7.199; RS 24.660 H; 18.[571 H]	Unclassified	Ugaritic Tablet KTU 7.199	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07684	KTU 7.200; KTU2 7.200; KTU3 7.200; CTU 7.200; CAT 7.200; RS 24.660 I; 18.[571 I]	Unclassified	Ugaritic Tablet KTU 7.200	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07685	KTU 7.201; KTU2 7.201; KTU3 7.201; CTU 7.201; CAT 7.201; RS 28.054 C	Unclassified	Ugaritic Tablet KTU 7.201	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07686	KTU 7.202; KTU2 7.202; KTU3 7.202; CTU 7.202; CAT 7.202; RS 28.054 D	Unclassified	Ugaritic Tablet KTU 7.202	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07687	KTU 7.203; KTU2 7.203; KTU3 7.203; CTU 7.203; CAT 7.203; RS 28.054 E	Unclassified	Ugaritic Tablet KTU 7.203	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07688	KTU 7.204; KTU2 7.204; KTU3 7.204; CTU 7.204; CAT 7.204; RS 28.054 F	Unclassified	Ugaritic Tablet KTU 7.204	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07689	KTU 7.205; KTU2 7.205; KTU3 7.205; CTU 7.205; CAT 7.205; RS 28.054 J	Unclassified	Ugaritic Tablet KTU 7.205	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07690	KTU 7.206; KTU2 7.206; KTU3 7.206; CTU 7.206; CAT 7.206; RS 28.058 A	Unclassified	Ugaritic Tablet KTU 7.206	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07691	KTU 7.207; KTU2 7.207; KTU3 7.207; CTU 7.207; CAT 7.207; RS 28.058 B	Unclassified	Ugaritic Tablet KTU 7.207	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07692	KTU 7.208; KTU2 7.208; KTU3 7.208; CTU 7.208; CAT 7.208; RS 28.058 C	Unclassified	Ugaritic Tablet KTU 7.208	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07693	KTU 7.209; KTU2 7.209; KTU3 7.209; CTU 7.209; CAT 7.209; RS 28.058 D	Unclassified	Ugaritic Tablet KTU 7.209	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07694	KTU 7.21; KTU2 7.21; KTU3 7.21; CTU 7.21; CAT 7.21; RS 1-11.[014]; M 3453 = A 7302	Unclassified	Ugaritic Tablet KTU 7.21	Ugaritic Texts	Unclassified Texts and Fragments	National Museum of Aleppo, Syria
ISF_TXT_07695	KTU 7.210; KTU2 7.210; KTU3 7.210; CTU 7.210; CAT 7.210; RS 28.058 E	Unclassified	Ugaritic Tablet KTU 7.210	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07696	KTU 7.211; KTU2 7.211; KTU3 7.211; CTU 7.211; CAT 7.211; RS 28.058 F	Unclassified	Ugaritic Tablet KTU 7.211	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07697	KTU 7.212; KTU2 7.212; KTU3 7.212; CTU 7.212; CAT 7.212; RS 28.058 G	Unclassified	Ugaritic Tablet KTU 7.212	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07698	KTU 7.213; KTU2 7.213; KTU3 7.213; CTU 7.213; CAT 7.213; RS 28.058 H	Unclassified	Ugaritic Tablet KTU 7.213	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07699	KTU 7.215; KTU2 7.215; KTU3 7.215; CTU 7.215; CAT 7.215; RS 28.059 K	Unclassified	Ugaritic Tablet KTU 7.215	Ugaritic Texts	Unclassified Texts and Fragments	National Archaeological Museum, Damascus, Syria
ISF_TXT_07700	KTU 7.22; KTU2 7.22; KTU3 7.22; CTU 7.22; CAT 7.22; RS 1-11.[009]; M 3442 = A 7291	Unclassified	Ugaritic Tablet KTU 7.22	Ugaritic Texts	Unclassified Texts and Fragments	National Museum of Aleppo, Syria
